Year,Tm,MP_SUM,OBPM_SUM,DBMP_SUM,OWS_SUM,DWS_SUM,WS_SUM,WS/48_SUM,3P_SUM,3PA_SUM,2P_SUM,2PA_SUM,FG_SUM,FGA_SUM,FT_SUM,FTA_SUM,ORB_SUM,DRB_SUM,TRB_SUM,STL_SUM,BLK_SUM,TOV_SUM,PTS_SUM,dbpm_tot,obpm_tot,POSS_TOT,pts_per_min,2ft_pct,3fg_pct,ts_pct,dbpm_norm,obpm_norm,off_rat,TEAM,games_tot,wins_tot,losses_tot
2005.0,PHO,19780.0,-16.200000000000003,-22.6,42.0,17.4,59.300000000000004,1.487,796.0,2026.0,2555.0,4992.0,3351.0,7018.0,1556.0,2080.0,967.0,2652.0,3619.0,572.0,453.0,1101.0,9054.0,-3854.1999999999994,38927.100000000006,8058.88,0.4577350859453994,0.5118189102564102,0.3928923988153998,0.5706398426864318,-0.1948533872598584,1.9680030333670377,112.34811785260483,Phoenix,82,62,20
2005.0,POR,19730.0,-29.0,-7.9,14.9,16.1,31.2,1.039,420.0,1161.0,2476.0,5261.0,2896.0,6422.0,1409.0,1944.0,970.0,2404.0,3374.0,583.0,544.0,1241.0,7621.0,-5979.7,-11369.900000000001,7540.584,0.3862645717181956,0.4706329595134005,0.36175710594315247,0.5236102102960415,-0.30307653319817535,-0.5762747085656361,101.06644259914087,Portland,82,27,55
2005.0,SAC,19855.0,-6.800000000000002,-10.3,32.3,15.1,47.4,1.6480000000000001,522.0,1396.0,2681.0,5582.0,3203.0,6978.0,1577.0,2004.0,1023.0,2455.0,3478.0,674.0,316.0,1037.0,8505.0,-7532.5,20441.399999999998,7865.744,0.42835557794006546,0.48029380150483697,0.37392550143266473,0.5410470548719045,-0.3793754721732561,1.0295341223873078,108.127088804314,Sacramento,82,50,32
2005.0,SAS,19805.0,-30.3,24.3,26.1,37.7,63.8,2.064,507.0,1395.0,2416.0,5055.0,2923.0,6450.0,1535.0,2120.0,987.0,2489.0,3476.0,613.0,543.0,1068.0,7888.0,36185.8,6280.0,7455.32,0.3982832618025751,0.47794263105835805,0.3634408602150538,0.5342146611041881,1.8271042665993438,0.31709164352436253,105.80364088999534,San Antonio,82,59,23
2005.0,SEA,19755.0,-15.000000000000002,-9.6,38.0,11.9,49.8,1.049,666.0,1824.0,2216.0,4674.0,2882.0,6498.0,1683.0,2131.0,1041.0,2311.0,3352.0,553.0,338.0,1039.0,8113.0,-16126.499999999998,30282.3,7425.116,0.4106808402935966,0.47411210954214805,0.3651315789473684,0.5455481975996685,-0.8163249810174639,1.532892938496583,109.264286241454,Seattle,82,52,30
2005.0,TOR,19805.0,-25.0,-13.7,23.9,14.2,38.1,1.125,648.0,1681.0,2304.0,4975.0,2952.0,6656.0,1626.0,2101.0,844.0,2444.0,3288.0,621.0,317.0,1035.0,8178.0,-13413.500000000002,4587.499999999999,7763.036,0.41292602878061097,0.46311557788944724,0.3854848304580607,0.539414598624882,-0.6772784650340824,0.23163342590254982,105.34538291462258,Toronto,82,33,49
2005.0,UTA,19780.0,-21.6,-17.0,17.6,11.7,29.3,0.86,250.0,762.0,2578.0,5539.0,2828.0,6301.0,1719.0,2272.0,1047.0,2243.0,3290.0,541.0,374.0,1225.0,7625.0,-14267.0,-5370.0,7469.592,0.38549039433771487,0.4654269723776855,0.32808398950131235,0.5222116296016261,-0.7212841253791709,-0.27148634984833164,102.08054201621722,Utah,82,26,56
2005.0,WAS,19780.0,-34.9,-15.9,24.599999999999998,16.6,41.1,0.837,514.0,1498.0,2452.0,5296.0,2966.0,6794.0,1795.0,2476.0,1133.0,2374.0,3507.0,716.0,347.0,1134.0,8241.0,-8711.300000000001,4750.800000000001,7874.536,0.4166329625884732,0.46299093655589124,0.3431241655540721,0.5226779172543965,-0.4404095045500506,0.24018200202224474,104.65378531509666,Washington,82,45,37
2006.0,ATL,19881.0,-18.1,-30.8,23.5,7.4,31.2,1.053,424.0,1154.0,2522.0,5342.0,2946.0,6496.0,1656.0,2207.0,1069.0,2232.0,3301.0,587.0,394.0,1235.0,7972.0,-25761.3,1301.2999999999997,7624.252,0.4009858659021176,0.47210782478472485,0.36741767764298094,0.5338097355324973,-1.2957748604194959,0.06545445400130777,104.56107694236759,Atlanta,82,26,56
2006.0,BOS,19882.0,-35.3,-10.899999999999999,19.5,18.6,38.2,1.197,467.0,1290.0,2484.0,5032.0,2951.0,6322.0,1664.0,2204.0,813.0,2432.0,3245.0,578.0,422.0,1301.0,8033.0,-3697.3,-4505.899999999999,7770.9439999999995,0.4040337994165577,0.49364069952305245,0.362015503875969,0.5508272351256761,-0.18596217684337593,-0.22663212956443007,103.37225438762653,Boston,82,33,49
2006.0,CHA,19904.0,-31.3,-3.0,12.2,19.2,31.4,0.952,428.0,1261.0,2533.0,5582.0,2961.0,6843.0,1593.0,2186.0,990.0,2270.0,3260.0,822.0,354.0,1115.0,7943.0,-1157.6000000000004,-18796.3,7921.096,0.3990655144694534,0.45378000716589034,0.3394131641554322,0.5088509181482259,-0.05815916398713828,-0.9443478697749196,100.27652738964406,Charlotte,82,26,56
2006.0,CHI,19907.0,-47.0,1.7000000000000006,15.8,27.0,43.1,1.4,560.0,1477.0,2444.0,5260.0,3004.0,6737.0,1452.0,1967.0,906.0,2602.0,3508.0,508.0,345.0,1197.0,8020.0,15244.700000000003,-12772.5,7885.612,0.40287336112925104,0.464638783269962,0.3791469194312796,0.5274594605970684,0.7657959511729544,-0.6416084794293465,101.70421775760714,Chicago,82,41,41
2006.0,CLE,19830.0,-37.4,2.1999999999999997,26.0,22.1,48.4,1.417,497.0,1465.0,2411.0,4947.0,2908.0,6412.0,1689.0,2318.0,959.0,2511.0,3470.0,567.0,392.0,1099.0,8002.0,4429.199999999999,6994.2,7562.648,0.40353000504286435,0.48736608045279967,0.3392491467576792,0.538353480661794,0.22335854765506802,0.35270801815431163,105.80949952979432,Cleveland,82,50,32
2006.0,DAL,19879.0,-20.5,3.0999999999999996,36.2,23.5,59.8,1.5170000000000001,416.0,1113.0,2532.0,5262.0,2948.0,6375.0,1818.0,2322.0,1030.0,2431.0,3461.0,593.0,488.0,1055.0,8130.0,4467.6,28836.300000000003,7412.392,0.40897429448161376,0.4811858608893957,0.37376460017969454,0.5495708885608137,0.22473967503395545,1.4505910760098597,109.68119333138345,Dallas,82,60,22
2006.0,DEN,19929.0,-84.2,-12.5,20.1,22.7,42.9,-0.545,350.0,1076.0,2728.0,5596.0,3078.0,6672.0,1721.0,2312.0,903.0,2486.0,3389.0,698.0,463.0,1180.0,8227.0,5010.299999999999,-3817.1000000000004,7957.032,0.4128154950072758,0.4874910650464618,0.3252788104089219,0.5349655624453785,0.251407496612976,-0.19153494906919566,103.3928228515356,Denver,82,44,38
2006.0,DET,19832.0,-29.2,3.3000000000000007,33.0,27.8,60.5,1.442,557.0,1451.0,2426.0,5107.0,2983.0,6558.0,1418.0,1950.0,975.0,2347.0,3322.0,580.0,490.0,882.0,7941.0,13479.099999999999,20563.5,7315.2,0.4004134731746672,0.4750342666927746,0.3838731909028256,0.5353964401294499,0.6796641791044775,1.0368848325937878,108.55479002624672,Detroit,82,64,18
2006.0,GSW,19828.0,-29.4,-2.9,18.1,20.1,38.3,1.074,625.0,1832.0,2314.0,4953.0,2939.0,6785.0,1573.0,2190.0,980.0,2485.0,3465.0,604.0,357.0,1117.0,8076.0,1428.3999999999996,-7006.5,7876.84,0.4073028041153924,0.4671916010498688,0.3411572052401747,0.5211263970265596,0.07203954004438166,-0.35336392979624776,102.52842510448352,Golden State,82,34,48
2006.0,HOU,19829.0,-70.1,-4.600000000000001,10.9,27.1,38.5,1.0,469.0,1414.0,2239.0,4838.0,2708.0,6252.0,1502.0,1980.0,849.0,2565.0,3414.0,588.0,320.0,1121.0,7387.0,13182.2,-21519.5,7387.28,0.37253517575268547,0.4627945431996693,0.3316831683168317,0.5185169586702606,0.6647939886025519,-1.0852539210247618,99.99620970099956,Houston,82,34,48
2006.0,IND,19730.0,-20.2,17.1,16.9,29.4,46.3,1.792,536.0,1536.0,2250.0,4738.0,2786.0,6274.0,1591.0,2158.0,898.0,2559.0,3457.0,598.0,409.0,1204.0,7699.0,19470.4,-10104.4,7520.888,0.3902179422199696,0.4748839172646686,0.3489583333333333,0.5329119321328105,0.9868423720223012,-0.5121338063862139,102.36823098549002,Indiana,82,41,41
2006.0,LAC,19803.0,-44.0,2.4,20.6,26.6,47.199999999999996,1.218,290.0,843.0,2703.0,5600.0,2993.0,6443.0,1694.0,2142.0,828.0,2704.0,3532.0,534.0,503.0,1130.0,7970.0,14126.300000000001,-4384.300000000001,7678.912,0.4024642730899359,0.4826785714285714,0.34400948991696323,0.5395722417500285,0.7133414129172349,-0.22139574811897192,103.79074535559204,L.A. Clippers,82,47,35
2006.0,LAL,19854.0,-42.800000000000004,-15.899999999999999,27.9,21.4,49.3,1.08,552.0,1583.0,2440.0,5024.0,2992.0,6607.0,1618.0,2172.0,970.0,2488.0,3458.0,628.0,350.0,1097.0,8154.0,811.3999999999993,11538.399999999998,7680.992,0.41069809610154123,0.4856687898089172,0.3487049905243209,0.5390946066738246,0.04086833887377855,0.5811624861488868,106.15816290395824,L.A. Lakers,82,45,37
2006.0,MEM,19855.0,-24.299999999999997,0.7000000000000006,21.7,31.1,52.6,1.603,590.0,1578.0,2156.0,4547.0,2746.0,6125.0,1476.0,2077.0,834.0,2379.0,3213.0,600.0,442.0,1056.0,7558.0,20601.2,383.40000000000146,7252.572,0.3806597834298665,0.4741587860127557,0.37389100126742714,0.5368751846884732,1.0375824729287333,0.019309997481742707,104.2113060028911,Memphis,82,49,33
2006.0,MIA,19755.0,-46.0,-15.0,28.4,24.7,52.9,0.7469999999999999,497.0,1441.0,2542.0,4914.0,3039.0,6355.0,1616.0,2310.0,858.0,2675.0,3533.0,522.0,442.0,1139.0,8191.0,7741.4,10971.199999999999,7643.16,0.41462920779549484,0.5172975172975173,0.34489937543372656,0.5555932387334835,0.39187041255378385,0.5553631991900784,107.16771597088116,Miami,82,52,30
2006.0,MIL,19857.0,-24.6,-6.6,21.5,17.3,38.8,0.9730000000000001,507.0,1335.0,2469.0,5231.0,2976.0,6566.0,1561.0,2115.0,929.0,2448.0,3377.0,597.0,270.0,1151.0,8020.0,-4313.9,-756.5999999999997,7710.14,0.4038877977539407,0.4719938826228255,0.3797752808988764,0.5349091588186644,-0.21724832552752177,-0.038102432391599925,104.01886347070221,Milwaukee,82,40,42
2006.0,MIN,19855.0,-47.800000000000004,-11.9,12.7,23.9,36.6,0.855,310.0,942.0,2578.0,5398.0,2888.0,6340.0,1436.0,1895.0,811.0,2422.0,3233.0,559.0,471.0,1126.0,7522.0,6838.800000000001,-16249.699999999999,7481.22,0.3788466381264165,0.4775842904779548,0.32908704883227174,0.5242688672669994,0.3444371694787208,-0.818418534374213,100.54509825937481,Minnesota,82,33,49
2006.0,NJN,19780.0,-61.599999999999994,1.3999999999999995,16.7,29.5,46.0,0.951,477.0,1447.0,2301.0,4870.0,2778.0,6317.0,1658.0,2187.0,822.0,2539.0,3361.0,558.0,278.0,1065.0,7691.0,18623.4,-13476.199999999999,7513.532,0.38882709807886756,0.4724845995893224,0.32964754664823775,0.5282802694772011,0.9415267947421638,-0.681304347826087,102.36197836117555,New Jersey,82,49,33
2006.0,NOK,19806.0,-48.6,-12.0,15.8,18.5,34.1,0.8059999999999999,300.0,885.0,2531.0,5543.0,2831.0,6428.0,1649.0,2176.0,918.0,2379.0,3297.0,611.0,311.0,1026.0,7611.0,-2637.0000000000005,-11359.3,7484.736,0.3842774916691912,0.45661194299116004,0.3389830508474576,0.5152705864511796,-0.13314147228112697,-0.5735282237705746,101.68695328733038,New Orleans/Oklahoma City,82,38,44
2006.0,NYK,19931.0,-32.8,-15.799999999999999,15.7,8.6,24.6,0.6890000000000001,320.0,884.0,2502.0,5322.0,2822.0,6206.0,1878.0,2587.0,1034.0,2360.0,3394.0,555.0,271.0,1397.0,7842.0,-22821.3,-10896.3,7696.932,0.39345742812703827,0.4701240135287486,0.36199095022624433,0.5338848736703938,-1.1450153027946415,-0.5467011188600672,101.88475096311102,New York,82,23,59
2006.0,ORL,19906.0,-18.6,-10.0,22.700000000000003,17.4,39.699999999999996,1.506,299.0,796.0,2612.0,5371.0,2911.0,6167.0,1663.0,2277.0,892.0,2402.0,3294.0,532.0,362.0,1183.0,7784.0,-5995.299999999999,-844.6999999999989,7450.772,0.3910378780267256,0.4863153975051201,0.3756281407035176,0.5429020990726585,-0.30118054857831805,-0.042434441876821,104.47239561215939,Orlando,82,36,46
2006.0,PHI,19905.0,-44.9,-10.5,22.2,15.9,38.6,0.913,375.0,1031.0,2626.0,5515.0,3001.0,6546.0,1770.0,2330.0,873.0,2425.0,3298.0,651.0,404.0,1112.0,8147.0,-9432.3,-1362.4000000000005,7800.88,0.40929414719919616,0.4761559383499547,0.36372453928225024,0.5380256762468301,-0.4738658628485305,-0.06844511429289125,104.43693532011773,Philadelphia,82,38,44
2006.0,PHO,19954.0,-22.3,-18.700000000000003,35.0,21.2,56.1,1.727,837.0,2097.0,2593.0,5070.0,3430.0,7167.0,1189.0,1475.0,778.0,2650.0,3428.0,549.0,412.0,1048.0,8886.0,1989.9999999999995,25362.3,8080.1,0.4453242457652601,0.511439842209073,0.39914163090128757,0.5684493346980553,0.09972937756840732,1.271038388293074,109.97388646180121,Phoenix,82,54,28
2006.0,POR,19730.0,-26.900000000000002,-21.6,8.8,5.8999999999999995,14.799999999999999,0.499,364.0,1042.0,2427.0,5225.0,2791.0,6267.0,1339.0,1944.0,886.0,2203.0,3089.0,529.0,435.0,1123.0,7285.0,-26621.5,-22099.5,7351.584,0.36923466801824634,0.4644976076555024,0.3493282149712092,0.5114175638411987,-1.3492904206791687,-1.1200963000506843,99.09429042775,Portland,82,21,61
2006.0,SAC,19830.0,-21.0,2.5000000000000004,22.900000000000002,22.7,45.699999999999996,1.568,494.0,1408.0,2460.0,5092.0,2954.0,6500.0,1704.0,2173.0,852.0,2473.0,3325.0,608.0,299.0,1146.0,8106.0,5779.6,2402.3000000000015,7741.428,0.4087745839636914,0.4831107619795758,0.3508522727272727,0.5435803071838973,0.2914573877962683,0.12114473020675752,104.70936369879045,Sacramento,82,44,38
2006.0,SAS,19806.0,-13.5,17.7,24.9,36.1,61.1,1.929,524.0,1362.0,2469.0,4980.0,2993.0,6342.0,1327.0,1891.0,851.0,2548.0,3399.0,543.0,467.0,1087.0,7837.0,31293.4,4668.299999999999,7402.476,0.395688175300414,0.49578313253012046,0.38472834067547723,0.5462054853332292,1.5799959608199536,0.23570130263556494,105.86998188173796,San Antonio,82,63,19
2006.0,SEA,19830.0,-18.2,-47.1,33.800000000000004,0.7,34.5,0.772,605.0,1631.0,2472.0,5080.0,3077.0,6711.0,1652.0,2104.0,1013.0,2233.0,3246.0,622.0,306.0,1150.0,8411.0,-41715.6,25953.5,7765.344,0.424155320221886,0.48661417322834644,0.37093807480073576,0.5506916545760244,-2.103661119515885,1.308799798285426,108.31458335908879,Seattle,82,35,47
2006.0,TOR,19958.0,-35.4,-32.5,30.099999999999998,4.7,35.2,0.5259999999999999,608.0,1620.0,2405.0,5019.0,3013.0,6639.0,1653.0,2089.0,864.0,2291.0,3155.0,529.0,272.0,1023.0,8287.0,-31552.7,16153.4,7708.804,0.41522196612887063,0.4791791193464834,0.37530864197530867,0.5482154386781968,-1.5809550055115744,0.8093696763202726,107.50046310685808,Toronto,82,27,55
2006.0,UTA,19881.0,-23.5,-7.6,17.1,18.8,35.7,0.9309999999999999,311.0,925.0,2433.0,5282.0,2744.0,6207.0,1774.0,2466.0,1071.0,2380.0,3451.0,524.0,492.0,1211.0,7573.0,-3833.5999999999985,-9841.2,7422.1759999999995,0.3809164528947236,0.4606209769026884,0.3362162162162162,0.5192648422115074,-0.1928273225692872,-0.49500528142447564,102.0320725350625,Utah,82,41,41
2006.0,WAS,19829.0,-14.5,-3.6,29.3,17.4,46.9,1.234,497.0,1394.0,2478.0,5262.0,2975.0,6656.0,1889.0,2496.0,1035.0,2344.0,3379.0,658.0,339.0,1100.0,8336.0,-5201.2,13897.300000000003,7809.256,0.42039437187957035,0.4709236031927024,0.3565279770444763,0.5375123803235391,-0.2623026879822482,0.7008573301729791,106.74512399132516,Washington,82,42,40
2007.0,ATL,19881.0,-38.300000000000004,-29.3,14.0,15.9,30.0,1.104,341.0,1038.0,2490.0,5334.0,2831.0,6372.0,1677.0,2203.0,976.0,2312.0,3288.0,609.0,446.0,1246.0,7680.0,-11069.1,-15708.8,7602.508,0.38629847593179417,0.4668166479190101,0.3285163776493256,0.5230666964524091,-0.5567677682209144,-0.7901413409788239,101.01929521152756,Atlanta,82,30,52
2007.0,BOS,19858.0,-25.1,-2.6999999999999997,13.399999999999999,19.2,32.7,1.141,471.0,1283.0,2387.0,5171.0,2858.0,6454.0,1670.0,2178.0,918.0,2391.0,3309.0,589.0,382.0,1285.0,7857.0,-4704.2,-14994.5,7770.608,0.3956591801792728,0.4616128408431638,0.36710833982852686,0.5299960066483909,-0.23689193272232853,-0.7550861113908752,101.11177915550495,Boston,82,24,58
2007.0,CHA,20004.0,-42.9,-16.2,14.1,17.6,31.7,0.857,457.0,1280.0,2503.0,5363.0,2960.0,6643.0,1568.0,2136.0,920.0,2346.0,3266.0,638.0,369.0,1173.0,7945.0,-6642.0,-14414.7,7827.296,0.39717056588682265,0.466716390080179,0.35703125,0.5238802348460471,-0.33203359328134374,-0.7205908818236353,101.50376324084333,Charlotte,82,33,49
2007.0,CHI,19781.0,-30.2,19.0,18.6,36.9,55.5,1.463,480.0,1237.0,2566.0,5426.0,3046.0,6663.0,1528.0,2083.0,984.0,2597.0,3581.0,639.0,445.0,1263.0,8100.0,31719.5,-8698.6,7850.188,0.40948384813710126,0.4729082196830077,0.3880355699272433,0.5343346280503251,1.6035336939487388,-0.439745210050048,103.18224225967582,Chicago,82,49,33
2007.0,CLE,19880.0,-30.1,4.6,19.8,32.6,52.5,1.496,494.0,1404.0,2484.0,5254.0,2978.0,6658.0,1484.0,2133.0,1039.0,2529.0,3568.0,625.0,353.0,1127.0,7934.0,22680.4,-6010.9,7675.988,0.39909456740442656,0.4727826417967263,0.35185185185185186,0.5222128027043962,1.1408651911468815,-0.30235915492957743,103.3612871724135,Cleveland,82,50,32
2007.0,DAL,19754.0,-22.099999999999998,2.9,34.5,28.3,63.0,1.576,535.0,1404.0,2475.0,5038.0,3010.0,6442.0,1646.0,2045.0,920.0,2515.0,3435.0,560.0,408.0,1075.0,8201.0,15188.1,23989.700000000004,7488.62,0.41515642401538927,0.4912663755458515,0.38105413105413105,0.5585142608079763,0.7688620026323782,1.21442239546421,109.5128341403356,Dallas,82,67,15
2007.0,DEN,19782.0,-27.2,-7.199999999999999,24.1,21.5,45.6,1.458,484.0,1440.0,2680.0,5365.0,3164.0,6805.0,1827.0,2449.0,1001.0,2558.0,3559.0,678.0,435.0,1322.0,8639.0,4658.200000000002,3752.4,8193.764,0.4367101405317966,0.4995340167753961,0.33611111111111114,0.5479818739089839,0.2354766959862502,0.18968759478313618,105.43383968588796,Denver,82,45,37
2007.0,DET,19880.0,-14.5,11.5,28.2,26.0,54.3,1.639,449.0,1305.0,2493.0,5179.0,2942.0,6484.0,1539.0,1988.0,948.0,2374.0,3322.0,583.0,472.0,961.0,7872.0,8878.9,12454.8,7363.768,0.3959758551307847,0.4813670592778529,0.34406130268199236,0.5348756305444425,0.44662474849094563,0.6264989939637826,106.90179266918784,Detroit,82,53,29
2007.0,GSW,19755.0,-28.9,-17.5,22.2,18.0,40.2,1.456,700.0,1967.0,2561.0,5081.0,3261.0,7048.0,1515.0,2113.0,940.0,2456.0,3396.0,750.0,466.0,1286.0,8737.0,-1319.8000000000002,2050.099999999999,8315.268,0.4422677803087826,0.5040346388506199,0.35587188612099646,0.5475875312745997,-0.06680840293596559,0.10377625917489239,105.07177880496455,Golden State,82,42,40
2007.0,HOU,19857.0,-26.8,14.7,22.1,34.6,56.7,1.72,705.0,1893.0,2201.0,4635.0,2906.0,6528.0,1436.0,1906.0,880.0,2673.0,3553.0,583.0,337.0,1115.0,7953.0,30013.4,-3672.5999999999995,7594.016,0.4005136727602357,0.4748651564185545,0.3724247226624406,0.5397983341116167,1.5114770609860504,-0.18495240972956636,104.72719572884756,Houston,82,52,30
2007.0,IND,19781.0,-43.8,-5.000000000000001,12.1,22.5,34.9,1.081,481.0,1389.0,2391.0,5172.0,2872.0,6561.0,1615.0,2125.0,990.0,2441.0,3431.0,599.0,447.0,1303.0,7840.0,3503.9999999999995,-16545.7,7800.5,0.3963399221475153,0.4622969837587007,0.3462922966162707,0.5229455709711847,0.1771396794904201,-0.836444062484202,100.50637779629511,Indiana,82,35,47
2007.0,LAC,19730.0,-76.7,-20.9,18.900000000000002,22.0,41.199999999999996,-0.684,314.0,903.0,2566.0,5415.0,2880.0,6318.0,1769.0,2245.0,888.0,2484.0,3372.0,596.0,472.0,1182.0,7843.0,5025.2,-6401.199999999997,7590.82,0.3975164723770907,0.47386888273314864,0.3477297895902547,0.5367653097538941,0.25469842878864674,-0.3244399391789152,103.3221707272732,L.A. Clippers,82,40,42
2007.0,LAL,20030.0,-5.800000000000001,-6.8,26.3,15.0,41.5,1.197,608.0,1724.0,2495.0,4940.0,3103.0,6664.0,1660.0,2221.0,886.0,2495.0,3381.0,600.0,421.0,1233.0,8474.0,-8851.800000000001,9631.400000000001,7979.356,0.42306540189715425,0.5050607287449392,0.35266821345707655,0.554491155885694,-0.44192710933599605,0.4808487269096356,106.19904663985415,L.A. Lakers,82,42,40
2007.0,MEM,19982.0,-18.7,-21.3,22.7,6.5,28.900000000000002,0.9229999999999999,500.0,1362.0,2498.0,5086.0,2998.0,6448.0,1835.0,2410.0,866.0,2375.0,3241.0,564.0,407.0,1292.0,8331.0,-25655.5,2790.4,7924.76,0.4169252327094385,0.4911521824616595,0.3671071953010279,0.554778647914336,-1.2839305374837353,0.1396456811130017,105.12621202408653,Memphis,82,22,60
2007.0,MIA,19856.0,-25.2,-6.199999999999999,17.8,23.5,41.1,1.207,528.0,1539.0,2391.0,4749.0,2919.0,6288.0,1393.0,2019.0,817.0,2526.0,3343.0,566.0,442.0,1142.0,7759.0,2275.7999999999997,-9276.7,7493.284,0.3907634971796938,0.5034744156664561,0.34307992202729043,0.5405943960447915,0.11461522965350522,-0.46719883158742953,103.54605537438592,Miami,82,44,38
2007.0,MIL,19857.0,-41.3,-28.9,22.3,7.6,29.9,0.26099999999999995,524.0,1472.0,2597.0,5242.0,3121.0,6714.0,1406.0,1919.0,941.0,2272.0,3213.0,587.0,224.0,1194.0,8172.0,-26083.7,3371.6000000000013,7803.684,0.41154252908294303,0.4954215948111408,0.35597826086956524,0.5405934620737832,-1.3135770760940726,0.16979402729516047,104.71977081593771,Milwaukee,82,28,54
2007.0,MIN,20004.0,-29.7,-7.5,15.6,17.1,32.4,0.638,384.0,1089.0,2613.0,5414.0,2997.0,6503.0,1499.0,1892.0,819.0,2474.0,3293.0,532.0,325.0,1232.0,7877.0,-4421.900000000001,-12131.199999999999,7740.912,0.3937712457508498,0.4826376062061323,0.3526170798898072,0.536911013321555,-0.2210507898420316,-0.6064387122575484,101.7580357456589,Minnesota,82,32,50
2007.0,NJN,19881.0,-63.5,-9.4,21.1,20.4,41.4,0.06399999999999995,609.0,1676.0,2304.0,4703.0,2913.0,6379.0,1566.0,2153.0,822.0,2525.0,3347.0,499.0,273.0,1157.0,8001.0,-2452.999999999999,-3611.3,7652.708,0.40244454504300586,0.4899000637890708,0.36336515513126494,0.5460449448017559,-0.12338413560686078,-0.18164579246516777,104.55122552696379,New Jersey,82,41,41
2007.0,NOK,19881.0,-19.599999999999998,-4.300000000000001,18.1,19.9,38.2,1.181,455.0,1256.0,2516.0,5418.0,2971.0,6674.0,1436.0,1941.0,1025.0,2512.0,3537.0,522.0,347.0,1119.0,7833.0,-11.799999999999955,-6754.400000000001,7614.276,0.3939942658819979,0.4643779992617202,0.3622611464968153,0.5202549401969171,-0.000593531512499369,-0.33974146169709774,102.87255150719517,New Orleans/Oklahoma City,82,39,43
2007.0,NYK,20006.0,-30.4,-2.1999999999999993,20.3,15.0,35.0,0.896,474.0,1370.0,2429.0,4986.0,2903.0,6356.0,1714.0,2396.0,1032.0,2516.0,3548.0,543.0,260.0,1333.0,7994.0,-12802.1,-3634.600000000001,7701.656,0.3995801259622113,0.4871640593662254,0.345985401459854,0.5393887377466857,-0.6399130260921724,-0.1816754973507948,103.79585896851275,New York,82,33,49
2007.0,ORL,19780.0,-2.8,-0.29999999999999966,17.599999999999998,25.7,43.199999999999996,1.579,342.0,962.0,2533.0,5128.0,2875.0,6090.0,1679.0,2393.0,920.0,2418.0,3338.0,565.0,416.0,1334.0,7771.0,8946.5,-6880.999999999999,7547.348,0.3928715874620829,0.49395475819032764,0.35550935550935553,0.5439652131061247,0.45230030333670374,-0.3478766430738119,102.96331903603756,Orlando,82,40,42
2007.0,PHI,19880.0,-35.4,-13.200000000000001,14.9,19.0,34.300000000000004,1.192,284.0,823.0,2648.0,5585.0,2932.0,6408.0,1637.0,2135.0,899.0,2353.0,3252.0,590.0,390.0,1207.0,7785.0,-4007.7000000000003,-13593.4,7646.86,0.3915995975855131,0.4741271262309758,0.3450789793438639,0.5297792416364973,-0.20159456740442658,-0.6837726358148893,101.80649312266735,Philadelphia,82,35,47
2007.0,PHO,19904.0,-8.799999999999999,-13.1,40.1,20.0,60.4,1.304,785.0,1965.0,2603.0,4890.0,3388.0,6855.0,1476.0,1827.0,737.0,2583.0,3320.0,553.0,394.0,1147.0,9037.0,1579.9,35782.0,8061.572,0.4540293408360129,0.5323108384458077,0.3994910941475827,0.5899687682794351,0.07937600482315113,1.7977290996784565,112.09972447061193,Phoenix,82,61,21
2007.0,POR,19956.0,-27.6,-13.3,18.099999999999998,12.0,30.0,0.8039999999999999,426.0,1232.0,2448.0,5160.0,2874.0,6392.0,1543.0,2006.0,923.0,2299.0,3222.0,555.0,380.0,1173.0,7717.0,-15522.900000000001,-5116.2,7516.616,0.3867007416315895,0.4744186046511628,0.3457792207792208,0.5304042536812817,-0.7778562838244137,-0.2563740228502706,102.6658804972876,Portland,82,32,50
2007.0,SAC,19806.0,-41.8,-12.0,20.6,16.4,36.9,0.5229999999999999,530.0,1513.0,2411.0,5019.0,2941.0,6532.0,1891.0,2473.0,797.0,2396.0,3193.0,671.0,265.0,1153.0,8303.0,-4857.0,-1251.3000000000002,7966.228,0.41921639907098857,0.4803745766088862,0.3502974223397224,0.5448076933171656,-0.24522871857013026,-0.063177824901545,104.22749637595108,Sacramento,82,33,49
2007.0,SAS,19778.0,-14.7,16.3,28.8,36.1,64.4,2.035,595.0,1561.0,2404.0,4767.0,2999.0,6328.0,1486.0,1980.0,761.0,2577.0,3338.0,587.0,417.0,1089.0,8079.0,31699.8,12269.8,7519.28,0.40848417433511985,0.5043003985735264,0.3811659192825112,0.5611040115568396,1.6027808676307007,0.6203761755485893,107.44379781042866,San Antonio,82,58,24
2007.0,SEA,19831.0,-33.5,-34.2,23.9,11.0,35.1,0.62,525.0,1451.0,2522.0,5177.0,3047.0,6628.0,1511.0,1911.0,928.0,2322.0,3250.0,631.0,301.0,1189.0,8130.0,-19463.5,6465.700000000001,7722.196,0.40996419746860974,0.48715472281243966,0.36181943487250173,0.5442612239651673,-0.9814684080480056,0.32604003832383643,105.28093304029062,Seattle,82,31,51
