season,team,min_tot,fgm,fga,fg_pct,fgm_3,fga_3,pct_3fg,fgm_2,fga_2,pct_2fg,ft,fta,ft_pct,ts_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,poss_tot,off_rtg,obpm_norm,dbpm_norm
1981.0,HOU,19805.0,3573.0,7335.0,0.48711656441717793,21.0,118.0,0.17796610169491525,3552.0,7217.0,0.4921712622973535,1711.0,2223.0,0.769680611785875,0.5339752102700309,1216.0,2347.0,3563.0,2099.0,705.0,390.0,1433.0,1901.0,8878.0,8530.12,104.07825446769799,0.30372128250441804,-0.33355718252966426
1981.0,IND,19730.0,3491.0,7245.0,0.4818495514147688,30.0,169.0,0.17751479289940827,3461.0,7076.0,0.4891181458451102,1815.0,2540.0,0.7145669291338582,0.5277664841078133,1325.0,2267.0,3592.0,2091.0,833.0,484.0,1463.0,2006.0,8827.0,8500.6,103.83972896030868,0.2368271667511404,0.1519969589457678
1981.0,KCK,19830.0,3572.0,7151.0,0.49951055796392113,49.0,168.0,0.2916666666666667,3523.0,6983.0,0.5045109551768581,1576.0,2206.0,0.71441523118767,0.5398540196315029,1037.0,2450.0,3487.0,2271.0,719.0,385.0,1415.0,2092.0,8769.0,8499.64,103.16907539613443,-0.2399445284921836,0.1592939989914272
1981.0,LAL,19805.0,3780.0,7382.0,0.5120563532917909,17.0,94.0,0.18085106382978725,3763.0,7288.0,0.5163282107574094,1540.0,2113.0,0.7288215806909607,0.5484424403131963,1165.0,2491.0,3656.0,2363.0,808.0,551.0,1533.0,1955.0,9117.0,8679.72,105.0379505329665,0.45154253976268605,0.3200858369098712
1981.0,MIL,19755.0,3722.0,7472.0,0.49812633832976444,30.0,131.0,0.22900763358778625,3692.0,7341.0,0.5029287563002316,1802.0,2340.0,0.7700854700854701,0.5455443681189422,1261.0,2408.0,3669.0,2319.0,862.0,530.0,1561.0,2198.0,9276.0,8801.6,105.3899291037993,0.7141584409010377,0.8568969881042774
1981.0,NJN,19805.0,3477.0,7314.0,0.4753896636587367,34.0,138.0,0.2463768115942029,3443.0,7176.0,0.47979375696767,1780.0,2371.0,0.7507380851961197,0.5245750989561148,1092.0,2374.0,3466.0,2068.0,750.0,458.0,1632.0,2204.0,8768.0,8897.24,98.5474147038857,-0.9859025498611461,-0.16637212825044184
1981.0,NYK,19830.0,3505.0,7255.0,0.48311509303928324,56.0,236.0,0.23728813559322035,3449.0,7019.0,0.4913805385382533,1783.0,2386.0,0.7472757753562448,0.5327616185260643,1137.0,2205.0,3342.0,1976.0,861.0,314.0,1435.0,1917.0,8849.0,8602.84,102.86138066034007,0.16235501765002522,0.286626323751891
1981.0,PHI,19855.0,3636.0,7073.0,0.514067580941609,19.0,84.0,0.2261904761904762,3617.0,6989.0,0.5175275432823008,1865.0,2427.0,0.7684384013185002,0.5623470681302267,1091.0,2618.0,3709.0,2369.0,857.0,591.0,1677.0,2061.0,9156.0,8726.880000000001,104.91722127495736,0.3385797028456308,1.411634349030471
1981.0,PHO,19755.0,3587.0,7326.0,0.48962598962598963,35.0,161.0,0.21739130434782608,3552.0,7165.0,0.4957431960921144,1810.0,2430.0,0.7448559670781894,0.537152182199352,1234.0,2490.0,3724.0,2205.0,876.0,416.0,1713.0,1996.0,9019.0,8874.2,101.63169637826508,-0.30798278916729943,1.3998380156922299
1981.0,POR,19855.0,3741.0,7535.0,0.4964830789648308,25.0,148.0,0.16891891891891891,3716.0,7387.0,0.5030458914308921,1573.0,2191.0,0.7179370150616157,0.5341779777480751,1243.0,2388.0,3631.0,2244.0,769.0,480.0,1505.0,2034.0,9080.0,8761.04,103.6406636655009,0.21700831024930753,-0.08762024678922185
1981.0,SAS,19805.0,3571.0,7276.0,0.49079164376030787,15.0,85.0,0.17647058823529413,3556.0,7191.0,0.4945070226672229,2052.0,2668.0,0.7691154422788605,0.5449164015753996,1304.0,2582.0,3886.0,2048.0,685.0,643.0,1507.0,2114.0,9209.0,8652.92,106.42650111176343,0.6357283514264076,-0.11694521585458215
1981.0,SDC,19730.0,3477.0,7283.0,0.4774131539200879,132.0,407.0,0.32432432432432434,3345.0,6876.0,0.48647469458987785,1651.0,2246.0,0.7350845948352627,0.5281553914527931,1169.0,2144.0,3313.0,2098.0,764.0,292.0,1393.0,2078.0,8737.0,8495.24,102.84582895833432,0.10816016218955903,-0.5079371515458693
1981.0,SEA,19780.0,3343.0,7145.0,0.4678796361091673,32.0,117.0,0.27350427350427353,3311.0,7028.0,0.4711155378486056,1813.0,2376.0,0.7630471380471381,0.5207900918631966,1167.0,2434.0,3601.0,1945.0,628.0,438.0,1509.0,1986.0,8531.0,8532.44,99.98312323321348,-0.5744186046511627,0.14309908998988877
1981.0,UTA,19730.0,3332.0,6825.0,0.4882051282051282,42.0,163.0,0.25766871165644173,3290.0,6662.0,0.49384569198438905,1595.0,2080.0,0.7668269230769231,0.5362264540967934,962.0,2325.0,3287.0,1948.0,637.0,386.0,1393.0,2110.0,8301.0,8171.2,101.58850597219502,-0.5061327927014697,-0.9344095286365939
1981.0,WSB,19780.0,3549.0,7517.0,0.47212983903152855,65.0,241.0,0.2697095435684647,3484.0,7276.0,0.4788345244639912,1499.0,2072.0,0.7234555984555985,0.5138408386603833,1155.0,2533.0,3688.0,2151.0,641.0,392.0,1404.0,1895.0,8662.0,8677.68,99.81930654276258,-0.6525429726996966,0.7222143579373104
1982.0,ATL,19880.0,3210.0,6776.0,0.4737308146399056,28.0,128.0,0.21875,3182.0,6648.0,0.4786401925391095,1833.0,2387.0,0.7679095098449937,0.5290508389681944,1135.0,2368.0,3503.0,1815.0,608.0,485.0,1322.0,2268.0,8281.0,8013.28,103.34095401633289,-0.39163480885311874,0.5809859154929579
1982.0,BOS,19780.0,3657.0,7334.0,0.4986364875920371,49.0,184.0,0.266304347826087,3608.0,7150.0,0.5046153846153846,1817.0,2457.0,0.7395197395197395,0.5454493599585506,1253.0,2489.0,3742.0,2126.0,652.0,568.0,1432.0,2014.0,9180.0,8594.08,106.81771638150913,0.686092012133468,0.77525783619818
1982.0,CHI,19880.0,3369.0,6728.0,0.5007431629013079,54.0,213.0,0.2535211267605634,3315.0,6515.0,0.508825786646201,1951.0,2545.0,0.7666011787819254,0.557035092637427,1125.0,2525.0,3650.0,2043.0,580.0,483.0,1612.0,2008.0,8743.0,8334.8,104.89753803330615,-0.026086519114688136,-0.3445171026156942
1982.0,CLE,19805.0,3405.0,7334.0,0.4642759749113717,25.0,137.0,0.18248175182481752,3380.0,7197.0,0.4696401278310407,1628.0,2179.0,0.7471317117944011,0.5102643751899247,1190.0,2170.0,3360.0,1871.0,634.0,357.0,1294.0,2193.0,8463.0,8396.76,100.78887570920212,-0.7636909871244635,-1.093375410249937
1982.0,DAL,19730.0,3390.0,7224.0,0.4692691029900332,55.0,190.0,0.2894736842105263,3335.0,7034.0,0.47412567529144156,1740.0,2366.0,0.73541842772612,0.5187512704112744,1213.0,2228.0,3441.0,2117.0,566.0,313.0,1298.0,2193.0,8575.0,8350.04,102.69411883056847,-0.22093765838824128,-0.8148606183476939
1982.0,DEN,19830.0,3980.0,7656.0,0.5198537095088819,40.0,149.0,0.2684563758389262,3940.0,7507.0,0.5248434794192087,2371.0,2978.0,0.7961719274680994,0.5783309094478002,1149.0,2443.0,3592.0,2272.0,664.0,368.0,1453.0,2131.0,10371.0,9270.32,111.8731607970383,1.7424659606656583,-1.7113464447806355
1982.0,DET,19830.0,3561.0,7391.0,0.48180219185495876,52.0,213.0,0.24413145539906103,3509.0,7178.0,0.48885483421565895,1938.0,2581.0,0.7508717551336691,0.5343253614553916,1298.0,2345.0,3643.0,2027.0,741.0,564.0,1615.0,2160.0,9112.0,8843.64,103.03449710752587,-0.24816439737771046,0.07530509329299044
1982.0,GSW,19780.0,3646.0,7349.0,0.4961219213498435,91.0,325.0,0.28,3555.0,7024.0,0.506121867881549,1709.0,2382.0,0.7174643157010915,0.5413786697280484,1282.0,2452.0,3734.0,1820.0,685.0,391.0,1393.0,2225.0,9092.0,8508.08,106.86312305479026,0.414752275025278,-0.2327249747219413
1982.0,HOU,19780.0,3504.0,7366.0,0.4756991582948683,50.0,176.0,0.2840909090909091,3454.0,7190.0,0.4803894297635605,1622.0,2225.0,0.7289887640449438,0.5200718993409227,1403.0,2284.0,3687.0,1977.0,648.0,429.0,1300.0,1871.0,8680.0,8242.0,105.31424411550594,0.2909049544994944,-0.3803791708796765
1982.0,IND,19830.0,3332.0,7164.0,0.4651032942490229,103.0,316.0,0.3259493670886076,3229.0,6848.0,0.4715245327102804,1612.0,2176.0,0.7408088235294118,0.5158567938690676,1141.0,2372.0,3513.0,1897.0,753.0,494.0,1353.0,2041.0,8379.0,8333.44,100.54671300207357,-0.959021684316692,0.601996974281392
1982.0,KCK,19880.0,3604.0,7284.0,0.49478308621636463,26.0,130.0,0.2,3578.0,7154.0,0.5001397819401733,1551.0,2158.0,0.7187210379981465,0.5334899289732702,1086.0,2276.0,3362.0,2056.0,743.0,402.0,1482.0,2359.0,8785.0,8629.52,101.80172245965012,-0.6534104627766599,-0.07642354124748495
1982.0,LAL,19855.0,3919.0,7585.0,0.5166776532630191,13.0,94.0,0.13829787234042554,3906.0,7491.0,0.5214257108530236,1549.0,2161.0,0.7167977788061083,0.5506195055202534,1258.0,2505.0,3763.0,2356.0,848.0,517.0,1453.0,1999.0,9400.0,8730.84,107.66432554026875,0.7336640644673884,0.27399143792495595
1982.0,MIL,19805.0,3544.0,7015.0,0.5052031361368496,49.0,164.0,0.29878048780487804,3495.0,6851.0,0.5101445044519048,1753.0,2329.0,0.7526835551738944,0.5528772003144372,1167.0,2415.0,3582.0,2233.0,763.0,455.0,1562.0,2281.0,8890.0,8434.76,105.39718972442606,0.18541782378187313,1.0665135066902296
1982.0,NJN,19780.0,3501.0,7227.0,0.48443337484433374,30.0,146.0,0.2054794520547945,3471.0,7081.0,0.49018500211834487,1714.0,2354.0,0.7281223449447749,0.5292420450309582,1194.0,2320.0,3514.0,2096.0,918.0,481.0,1620.0,2295.0,8746.0,8688.76,100.65878215073266,-0.9188018200202225,1.1237108190091
1982.0,NYK,19830.0,3523.0,7178.0,0.49080523822791866,58.0,214.0,0.27102803738317754,3465.0,6964.0,0.497558874210224,1603.0,2171.0,0.7383694150161216,0.5352725359143465,1168.0,2273.0,3441.0,2075.0,719.0,338.0,1463.0,2195.0,8707.0,8428.24,103.30745208964149,-0.16278366111951595,-0.36753403933434187
1982.0,PHI,19855.0,3616.0,6974.0,0.5184972755950674,41.0,139.0,0.2949640287769784,3575.0,6835.0,0.5230431602048281,1846.0,2471.0,0.7470659651962768,0.5656077725015011,1031.0,2389.0,3420.0,2264.0,856.0,622.0,1445.0,2183.0,9119.0,8475.24,107.59577309905089,0.6331704860236715,0.6878368169226895
1982.0,PHO,19830.0,3508.0,7140.0,0.49131652661064423,54.0,174.0,0.3103448275862069,3454.0,6966.0,0.49583692219351133,1635.0,2157.0,0.7579972183588317,0.5380710785404521,1123.0,2517.0,3640.0,2223.0,753.0,429.0,1501.0,2029.0,8705.0,8467.08,102.809941561908,-0.2828845184064549,1.0410640443772061
1982.0,POR,19780.0,3629.0,7187.0,0.5049394740503688,29.0,140.0,0.20714285714285716,3600.0,7047.0,0.5108556832694764,1719.0,2387.0,0.7201508169250105,0.5466610337392925,1142.0,2355.0,3497.0,2054.0,706.0,367.0,1376.0,2012.0,9006.0,8471.28,106.31215117432076,0.44439838220424677,-0.322366026289181
1982.0,SAS,19755.0,3698.0,7613.0,0.48574806252462893,64.0,252.0,0.25396825396825395,3634.0,7361.0,0.49368292351582665,1812.0,2335.0,0.776017130620985,0.5365492338317671,1253.0,2537.0,3790.0,2257.0,600.0,555.0,1276.0,2217.0,9272.0,8663.4,107.02495556017269,0.6614781068084028,-0.23532776512275377
1982.0,SDC,19755.0,3552.0,7101.0,0.5002112378538234,99.0,338.0,0.29289940828402367,3453.0,6763.0,0.5105722312583173,1693.0,2341.0,0.7231952157197779,0.5470394931029733,1131.0,2196.0,3327.0,1878.0,636.0,299.0,1538.0,2353.0,8896.0,8538.04,104.192531306951,-0.016947608200455575,-1.6075069602632244
1982.0,SEA,19830.0,3505.0,7178.0,0.4882975759264419,38.0,153.0,0.24836601307189543,3467.0,7025.0,0.49352313167259787,1747.0,2362.0,0.7396274343776461,0.5351527512753611,1103.0,2544.0,3647.0,2103.0,691.0,460.0,1336.0,2057.0,8795.0,8450.28,104.07939145211755,-0.1744377206253153,1.0266666666666668
1982.0,UTA,19780.0,3679.0,7446.0,0.4940907869997314,22.0,97.0,0.2268041237113402,3657.0,7349.0,0.49761872363586884,1714.0,2282.0,0.7510955302366346,0.5381014144244788,1147.0,2362.0,3509.0,1895.0,700.0,357.0,1413.0,2196.0,9094.0,8716.08,104.33589411753908,-0.12571789686552085,-1.1226693629929223
1982.0,WSB,19830.0,3400.0,7168.0,0.47433035714285715,59.0,236.0,0.25,3341.0,6932.0,0.4819676860934795,1626.0,2105.0,0.7724465558194774,0.5241407427540709,1047.0,2583.0,3630.0,1983.0,643.0,397.0,1371.0,2072.0,8485.0,8418.2,100.79351880449501,-0.8479475542107917,1.062652546646495
1983.0,ATL,19780.0,3352.0,7146.0,0.46907360761265043,45.0,188.0,0.2393617021276596,3307.0,6958.0,0.4752802529462489,1586.0,2111.0,0.7513027001421128,0.5161092975216847,1139.0,2433.0,3572.0,1945.0,573.0,665.0,1406.0,2022.0,8335.0,8341.84,99.91800370182118,-0.5660970677451972,0.3837209302325582
1983.0,BOS,19830.0,3711.0,7547.0,0.4917185636676825,39.0,186.0,0.20967741935483872,3672.0,7361.0,0.49884526558891457,1730.0,2348.0,0.7367972742759795,0.5355985697169736,1273.0,2532.0,3805.0,2216.0,789.0,521.0,1526.0,2062.0,9191.0,8833.12,104.05156954734001,0.5221180030257186,0.673857791225416
1983.0,CHI,19905.0,3537.0,7373.0,0.4797233147972331,45.0,209.0,0.215311004784689,3492.0,7164.0,0.48743718592964824,1983.0,2690.0,0.737174721189591,0.531870135334128,1267.0,2527.0,3794.0,2086.0,666.0,400.0,1717.0,2192.0,9102.0,9006.6,101.05922323629338,-0.23246922883697568,-0.7331625219794021
1983.0,CLE,19755.0,3252.0,6995.0,0.46490350250178697,30.0,120.0,0.25,3222.0,6875.0,0.46865454545454543,1430.0,1983.0,0.7211296016137166,0.5061315382738143,1173.0,2414.0,3587.0,1738.0,617.0,290.0,1499.0,2236.0,7964.0,8193.52,97.19876194846658,-1.2330447987851179,-0.4035839028094154
1983.0,DAL,19730.0,3674.0,7550.0,0.4866225165562914,43.0,185.0,0.23243243243243245,3631.0,7365.0,0.4930074677528853,1852.0,2462.0,0.752233956133225,0.5353121872567552,1296.0,2381.0,3677.0,2227.0,552.0,348.0,1330.0,2067.0,9243.0,8667.28,106.64245299563414,1.1080486568677141,-1.2627572225038013
1983.0,DEN,19730.0,3951.0,7999.0,0.4939367420927616,24.0,126.0,0.19047619047619047,3927.0,7873.0,0.49879334434142003,2179.0,2696.0,0.8082344213649851,0.5500672818565437,1214.0,2524.0,3738.0,2336.0,789.0,352.0,1488.0,2091.0,10105.0,9459.24,106.82676409521272,1.162230106436898,-1.0861834769386722
1983.0,DET,19880.0,3623.0,7602.0,0.47658510918179425,72.0,272.0,0.2647058823529412,3551.0,7330.0,0.4844474761255116,1921.0,2588.0,0.7422720247295209,0.5285033727198675,1312.0,2477.0,3789.0,2108.0,679.0,572.0,1539.0,2122.0,9239.0,8967.72,103.02507214765849,0.20508048289738426,-0.2428169014084507
1983.0,GSW,19780.0,3627.0,7508.0,0.4830847096430474,34.0,150.0,0.22666666666666666,3593.0,7358.0,0.4883120413155749,1620.0,2199.0,0.7366984993178718,0.5255109986832729,1281.0,2284.0,3565.0,1964.0,856.0,430.0,1578.0,2138.0,8908.0,8772.56,101.54390508585864,-0.15721941354903946,-0.622118301314459
1983.0,HOU,19730.0,3338.0,7446.0,0.4482943862476497,67.0,271.0,0.24723247232472326,3271.0,7175.0,0.4558885017421603,1402.0,1934.0,0.7249224405377456,0.49084242903424874,1206.0,2260.0,3466.0,1931.0,646.0,422.0,1550.0,2131.0,8145.0,8640.96,94.26035996000445,-1.7647389761784087,-0.7944247339077547
1983.0,IND,19830.0,3707.0,7723.0,0.4799948206655445,50.0,236.0,0.211864406779661,3657.0,7487.0,0.4884466408441298,1447.0,1910.0,0.7575916230366492,0.5202956769507439,1299.0,2294.0,3593.0,2150.0,755.0,411.0,1518.0,2086.0,8911.0,8782.4,101.46429222080525,-0.1665960665658093,-1.0433232476046395
1983.0,KCK,19780.0,3719.0,7485.0,0.49686038744154976,51.0,215.0,0.2372093023255814,3668.0,7270.0,0.5045392022008253,1839.0,2530.0,0.7268774703557312,0.5424391151636389,1256.0,2407.0,3663.0,2155.0,765.0,409.0,1666.0,2432.0,9328.0,9008.2,103.55009879887213,0.3324924165824065,-0.10349342770475227
